packageA,packageB,CODE-DEPENDENCY,CO-DEPENDENCY,CATEGORY
org.odpi.openmetadata.repositoryservices.rest.server,org.odpi.openmetadata.repositoryservices.rest.services,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.glossarymanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.samples.archiveutilities.organization,org.odpi.openmetadata.samples.archiveutilities.sustainability,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.frameworks.integration.openlineage,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.actors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.datadiscovery.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.accumulators,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.governanceofficer.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.mermaid,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.actormanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.validmetadata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.repositoryservices.clients,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.governanceofficer.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.schema,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.datadictionaries,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.platformservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.opentypes,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.communityprofile.fvt.locations,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.datadiscovery.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.handlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.beans,org.odpi.openmetadata.conformance.tests.repository.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.projectmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.repositoryservices.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.server,org.odpi.openmetadata.adminservices.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.postgres,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetmanager.fvt.connections,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.assetmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.rest,org.odpi.openmetadata.adminservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.control,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.configuration.registration,org.odpi.openmetadata.serveroperations.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.classificationexplorer.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.classificationexplorer.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.adminservices.client.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.repositoryservices.admin,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworkservices.gaf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.frameworks.openmetadata.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.converters,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.externallinks.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.executors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.datadesigner.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.referencedata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.client,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.softwarecapabilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.rest,org.odpi.openmetadata.viewservices.metadataexpert.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.frameworkservices.omf.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.externallinks.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestsurveys.schema,org.odpi.openmetadata.adapters.connectors.resource.jdbc.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.beans,org.odpi.openmetadata.conformance.workbenches.platform,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.solutionarchitect.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.governanceprogram.fvt.errorhandling,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.glossaries,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,org.odpi.openmetadata.repositoryservices.eventmanagement,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.properties,org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.communityprofile.fvt.todos,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.digitalarchitecture.fvt.connections,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,org.odpi.openmetadata.samples.archiveutilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.projectmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetowner.fvt.assets,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.metadatasecurity.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.metadatasecurity,org.odpi.openmetadata.metadatasecurity.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.referencedata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.assetmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.base,org.odpi.openmetadata.frameworks.openmetadata.definitions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.validmetadata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.mermaid,org.odpi.openmetadata.frameworks.openmetadata.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.resource.jdbc.properties,org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.postgres,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.feedbackmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.inmemory.repositoryconnector,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.datamanager.fvt.connections,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.collectionmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.repositoryservices.localrepository.repositorycontentmanager,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.handlers,org.odpi.openmetadata.frameworkservices.omf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.frameworkservices.omf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.cohortregistrystore.file,org.odpi.openmetadata.repositoryservices.connectors.stores.cohortregistrystore.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.connectionmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.archiveutilities.designmodels.base,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.datamanager.fvt.errorhandling,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.timekeeper.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetowner.fvt.connections,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.archiveconnector.directory,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.basicfiles.controls,org.odpi.openmetadata.frameworks.openmetadata.refdata,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.platformservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.controls,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.filesandfolders,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.digitalarchitecture.fvt.locations,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource.properties,org.odpi.openmetadata.adapters.connectors.apacheatlas.survey,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.opengovernance,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworkservices.omf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.frameworks.connectors.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.survey,org.odpi.openmetadata.frameworks.opensurvey,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.mermaid,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.connectionmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.reports,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository.instances,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.extractor,org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,org.odpi.openmetadata.frameworks.opensurvey.controls,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.frameworkservices.gaf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository,org.odpi.openmetadata.conformance.tests.repository.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.schemamaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.samples.archiveutilities.businesssystems,org.odpi.openmetadata.samples.archiveutilities.governanceengines,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.connectors.properties.beans,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,org.odpi.openmetadata.repositoryservices.events,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworkservices.gaf.converters,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.provisioning,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.rest,org.odpi.openmetadata.frameworkservices.gaf.server,HIGH,LOW,CAN BE INCONSISTENT
